id,start_time,end_time,win_condition,winning_team,map_name,player_count,cabinet_id,cabinet_name,tournament_match_id,blue_team,gold_team
418434,2022-08-28 03:17:01.137+00,2022-08-28 03:21:07.852+00,military,gold,map_day,10,3,sf,688,Wing It,We In n Outside
418443,2022-08-28 03:21:34.973+00,2022-08-28 03:23:16.798+00,economic,blue,map_night,10,3,sf,688,Wing It,We In n Outside
418448,2022-08-28 03:23:42.962+00,2022-08-28 03:27:24.653+00,military,blue,map_dusk,10,3,sf,688,Wing It,We In n Outside
418457,2022-08-28 03:28:42.109+00,2022-08-28 03:29:21.422+00,military,blue,map_twilight,10,3,sf,688,Wing It,We In n Outside
418558,2022-08-28 04:40:05.493+00,2022-08-28 04:41:27.394+00,military,blue,map_day,10,3,sf,693,Wing it,We In n Outside
418560,2022-08-28 04:41:57.859+00,2022-08-28 04:43:39.053+00,military,blue,map_night,10,3,sf,693,Wing it,We In n Outside
418563,2022-08-28 04:44:02.925+00,2022-08-28 04:46:14.518+00,military,gold,map_dusk,10,3,sf,693,Wing it,We In n Outside
418569,2022-08-28 04:47:36.72+00,2022-08-28 04:48:21.528+00,military,blue,map_day,10,3,sf,693,Wing it,We In n Outside
418480,2022-08-28 03:45:45.485+00,2022-08-28 03:50:57.439+00,military,blue,map_day,10,3,sf,690,Wing It,TMPINYT
418490,2022-08-28 03:51:54.07+00,2022-08-28 03:54:33.563+00,economic,gold,map_night,10,3,sf,690,Wing It,TMPINYT
418493,2022-08-28 03:55:12.147+00,2022-08-28 03:57:22.168+00,economic,blue,map_dusk,10,3,sf,690,Wing It,TMPINYT
418499,2022-08-28 03:58:06.92+00,2022-08-28 03:59:04.314+00,economic,blue,map_twilight,10,3,sf,690,Wing It,TMPINYT
418392,2022-08-28 02:53:40.838+00,2022-08-28 02:55:30.37+00,snail,gold,map_night,10,3,sf,686,We In n Outside,TMPINYT
418397,2022-08-28 02:57:27.079+00,2022-08-28 02:59:02.284+00,military,blue,map_dusk,10,3,sf,686,We In n Outside,TMPINYT
418400,2022-08-28 02:59:44.234+00,2022-08-28 03:00:28.162+00,military,blue,map_twilight,10,3,sf,686,We In n Outside,TMPINYT
418540,2022-08-28 04:25:42.515+00,2022-08-28 04:27:14.428+00,economic,gold,map_night,10,3,sf,692,We In n Outside,TMPINYT
418542,2022-08-28 04:27:50.537+00,2022-08-28 04:33:34.171+00,military,blue,map_day,10,3,sf,692,We In n Outside,TMPINYT
418533,2022-08-28 04:22:48.752+00,2022-08-28 04:23:13.092+00,military,gold,map_day,10,3,sf,692,We In n Outside,TMPINYT
418536,2022-08-28 04:23:49.267+00,2022-08-28 04:25:04.143+00,military,blue,map_dusk,10,3,sf,692,We In n Outside,TMPINYT
418550,2022-08-28 04:34:26.931+00,2022-08-28 04:36:43.962+00,snail,blue,map_night,10,3,sf,692,We In n Outside,TMPINYT
418410,2022-08-28 03:06:12.309+00,2022-08-28 03:07:44.29+00,military,blue,map_day,10,3,sf,687,TMPINYT,BLeeVe
418413,2022-08-28 03:08:28.096+00,2022-08-28 03:09:43.691+00,military,gold,map_night,10,3,sf,687,TMPINYT,BLeeVe
418419,2022-08-28 03:10:40.314+00,2022-08-28 03:12:07.623+00,military,blue,map_dusk,10,3,sf,687,TMPINYT,BLeeVe
418423,2022-08-28 03:12:54.914+00,2022-08-28 03:14:21.972+00,economic,blue,map_twilight,10,3,sf,687,TMPINYT,BLeeVe
418462,2022-08-28 03:31:34.212+00,2022-08-28 03:36:16.492+00,snail,blue,map_day,10,3,sf,689,We In n Outside,BLeeVe
418468,2022-08-28 03:36:50.982+00,2022-08-28 03:38:57.023+00,economic,blue,map_night,10,3,sf,689,We In n Outside,BLeeVe
418471,2022-08-28 03:39:39.69+00,2022-08-28 03:41:18.835+00,military,gold,map_dusk,10,3,sf,689,We In n Outside,BLeeVe
418474,2022-08-28 03:41:58.806+00,2022-08-28 03:43:14.858+00,economic,gold,map_twilight,10,3,sf,689,We In n Outside,BLeeVe
418511,2022-08-28 04:09:05.862+00,2022-08-28 04:14:26.779+00,military,blue,map_night,10,3,sf,691,Wing it,BLeeVe
418519,2022-08-28 04:15:04.3+00,2022-08-28 04:17:14.27+00,economic,blue,map_dusk,10,3,sf,691,Wing it,BLeeVe
418526,2022-08-28 04:18:01.328+00,2022-08-28 04:20:18.716+00,military,blue,map_day,10,3,sf,691,Wing it,BLeeVe
418347,2022-08-28 02:24:02.136+00,2022-08-28 02:26:10.161+00,economic,gold,map_day,10,3,sf,685,BLeeVe,Wing It
418351,2022-08-28 02:27:01.234+00,2022-08-28 02:30:47.589+00,military,gold,map_night,10,3,sf,685,BLeeVe,Wing It
418358,2022-08-28 02:31:37.576+00,2022-08-28 02:35:48.596+00,military,blue,map_dusk,10,3,sf,685,BLeeVe,Wing It
418363,2022-08-28 02:36:48.466+00,2022-08-28 02:38:57.145+00,military,gold,map_twilight,10,3,sf,685,BLeeVe,Wing It
