id,start_time,end_time,win_condition,winning_team,map_name,player_count,cabinet_id,cabinet_name,tournament_match_id,blue_team,gold_team
383705,2022-06-19 04:16:07.932+00,2022-06-19 04:19:40.798+00,military,blue,map_day,10,3,sf,592,The Mattrix: Substitutions,intuition
383709,2022-06-19 04:20:11.703+00,2022-06-19 04:22:53.921+00,snail,gold,map_night,10,3,sf,592,The Mattrix: Substitutions,intuition
383712,2022-06-19 04:23:32.506+00,2022-06-19 04:28:02.614+00,snail,blue,map_dusk,10,3,sf,592,The Mattrix: Substitutions,intuition
383718,2022-06-19 04:29:08.421+00,2022-06-19 04:38:03.937+00,military,gold,map_night,10,3,sf,592,The Mattrix: Substitutions,intuition
383741,2022-06-19 04:38:59.073+00,2022-06-19 04:51:16.721+00,military,gold,map_day,10,3,sf,592,The Mattrix: Substitutions,intuition
383645,2022-06-19 03:38:37.568+00,2022-06-19 03:43:40.445+00,military,gold,map_day,10,3,sf,591,OMG Todd's in Town?!,intuition
383654,2022-06-19 03:44:23.527+00,2022-06-19 03:46:13.753+00,snail,gold,map_night,10,3,sf,591,OMG Todd's in Town?!,intuition
383658,2022-06-19 03:46:54.626+00,2022-06-19 03:48:25.454+00,economic,gold,map_dusk,10,3,sf,591,OMG Todd's in Town?!,intuition
383770,2022-06-19 05:00:00.655+00,2022-06-19 05:02:08.041+00,snail,blue,map_day,10,3,sf,593,I Hate Ash Berries,intuition
383778,2022-06-19 05:02:52.26+00,2022-06-19 05:05:25.834+00,economic,gold,map_night,10,3,sf,593,I Hate Ash Berries,intuition
383784,2022-06-19 05:06:21.596+00,2022-06-19 05:14:58.8+00,military,blue,map_dusk,10,3,sf,593,I Hate Ash Berries,intuition
383797,2022-06-19 05:16:36.86+00,2022-06-19 05:21:26.22+00,snail,gold,map_night,10,3,sf,593,I Hate Ash Berries,intuition
383807,2022-06-19 05:22:24.347+00,2022-06-19 05:24:06.486+00,economic,gold,map_dusk,10,3,sf,593,I Hate Ash Berries,intuition
383494,2022-06-19 02:01:39.566+00,2022-06-19 02:05:03.525+00,military,blue,map_day,10,3,sf,582,The Mattrix: Substitutions,Intuition
383499,2022-06-19 02:05:33.077+00,2022-06-19 02:10:39.365+00,snail,blue,map_night,10,3,sf,582,The Mattrix: Substitutions,Intuition
383507,2022-06-19 02:11:36.441+00,2022-06-19 02:19:08.549+00,military,blue,map_dusk,10,3,sf,582,The Mattrix: Substitutions,Intuition
383566,2022-06-19 02:56:53.16+00,2022-06-19 02:59:33.55+00,military,blue,map_day,10,3,sf,585,I Hate Ash Berries,Intuition
383571,2022-06-19 03:00:05.757+00,2022-06-19 03:02:49.629+00,military,gold,map_night,10,3,sf,585,I Hate Ash Berries,Intuition
383577,2022-06-19 03:03:38.343+00,2022-06-19 03:06:00.858+00,military,gold,map_dusk,10,3,sf,585,I Hate Ash Berries,Intuition
383676,2022-06-19 03:58:24.946+00,2022-06-19 03:59:54.076+00,snail,blue,map_night,10,3,sf,590,The Mattrix: Substitutions,I Hate Ash Berries
383681,2022-06-19 04:00:42.896+00,2022-06-19 04:02:33.232+00,military,gold,map_dusk,10,3,sf,590,The Mattrix: Substitutions,I Hate Ash Berries
383684,2022-06-19 04:03:10.727+00,2022-06-19 04:05:18.337+00,snail,blue,map_night,10,3,sf,590,The Mattrix: Substitutions,I Hate Ash Berries
383690,2022-06-19 04:05:53.148+00,2022-06-19 04:12:41.201+00,military,gold,map_day,10,3,sf,590,The Mattrix: Substitutions,I Hate Ash Berries
383666,2022-06-19 03:52:15.104+00,2022-06-19 03:57:07.92+00,military,gold,map_day,10,3,sf,590,The Mattrix: Substitutions,I Hate Ash Berries
383522,2022-06-19 02:21:50.994+00,2022-06-19 02:22:58.193+00,military,gold,map_day,10,3,sf,583,OMG Todd's in Town?!,I Hate Ash Berries
383526,2022-06-19 02:23:43.642+00,2022-06-19 02:26:14.863+00,military,gold,map_night,10,3,sf,583,OMG Todd's in Town?!,I Hate Ash Berries
383529,2022-06-19 02:27:15.438+00,2022-06-19 02:28:24.939+00,military,gold,map_dusk,10,3,sf,583,OMG Todd's in Town?!,I Hate Ash Berries
383813,2022-06-19 05:25:47.623+00,2022-06-19 05:27:17.4+00,military,blue,map_day,10,3,sf,594,intuition,I Hate Ash Berries
383818,2022-06-19 05:28:15.297+00,2022-06-19 05:30:29.172+00,military,gold,map_dusk,10,3,sf,594,intuition,I Hate Ash Berries
383823,2022-06-19 05:31:25.278+00,2022-06-19 05:34:46.31+00,economic,blue,map_night,10,3,sf,594,intuition,I Hate Ash Berries
383830,2022-06-19 05:35:52.279+00,2022-06-19 05:40:58.445+00,military,blue,map_dusk,10,3,sf,594,intuition,I Hate Ash Berries
383617,2022-06-19 03:25:09.024+00,2022-06-19 03:26:18.491+00,military,gold,map_day,10,3,sf,589,intuition,I Hate Ash Berries
383622,2022-06-19 03:27:53.793+00,2022-06-19 03:29:18.204+00,snail,blue,map_night,10,3,sf,589,intuition,I Hate Ash Berries
383627,2022-06-19 03:30:02.517+00,2022-06-19 03:32:21.44+00,military,gold,map_dusk,10,3,sf,589,intuition,I Hate Ash Berries
383635,2022-06-19 03:33:05.513+00,2022-06-19 03:34:50.888+00,military,gold,map_dusk,10,3,sf,589,intuition,I Hate Ash Berries
383542,2022-06-19 02:37:34.823+00,2022-06-19 02:39:20.182+00,military,blue,map_day,10,3,sf,584,The Mattrix: Substitutions,OMG Todd's in Town?!
383544,2022-06-19 02:40:15.558+00,2022-06-19 02:47:46.344+00,military,gold,map_night,10,3,sf,584,The Mattrix: Substitutions,OMG Todd's in Town?!
383554,2022-06-19 02:49:16.513+00,2022-06-19 02:54:04.46+00,military,blue,map_dusk,10,3,sf,584,The Mattrix: Substitutions,OMG Todd's in Town?!
383593,2022-06-19 03:14:46.91+00,2022-06-19 03:15:19.427+00,military,blue,map_day,10,3,sf,588,The Mattrix: Substitutions,OMG Todd's in Town?!
383600,2022-06-19 03:16:14.822+00,2022-06-19 03:17:54.872+00,snail,blue,map_night,10,3,sf,588,The Mattrix: Substitutions,OMG Todd's in Town?!
383608,2022-06-19 03:19:00.127+00,2022-06-19 03:20:52.109+00,military,blue,map_dusk,10,3,sf,588,The Mattrix: Substitutions,OMG Todd's in Town?!
383468,2022-06-19 01:39:50.248+00,2022-06-19 01:43:25.031+00,military,blue,map_day,10,3,sf,581,Intuition,OMG Todd's in Town?!
